prolific_pid,goal_condition,base_rate,raw_response,trial_id,decision_structure,strategy,response_lowercase,chose_which_contaminated,chose_which_uncontaminated,base_rate_num,base_rate_c
subj_024,uncont,0.5,safe,exp1_trial1,singleton,"{""strategy"":""knowing which are safe helps narrow down which is contaminated""}",safe,FALSE,TRUE,0.5,0
subj_041,uncont,0.2,safest,exp1_trial1,singleton,"{""strategy"":""My colleague doesn't have absolute knowledge of which ones are safe, but does know that some were contaminated and some where not. If we have no definite knowledge, can they at least provide an educated guess? If they saw that some were contaminated, can they say which ones they think were contaminated?""}",safest,FALSE,TRUE,0.2,-0.3
subj_018,uncont,0.5,Not contaminated,exp1_trial1,singleton,"{""strategy"":""If he knew the status of some he may know one is definitely not contaminated which is what I need ""}",not contaminated,FALSE,TRUE,0.5,0
subj_118,cont,0.8,Not contaminated,exp1_trial1,singleton,"{""strategy"":""There were less contaminated bottles ""}",not contaminated,FALSE,TRUE,0.8,0.30000000000000004
subj_032,uncont,0.8,contaminated in your view,exp1_trial1,singleton,"{""strategy"":""I have to eliminate which ones it would be pointless to test""}",contaminated in your view,TRUE,FALSE,0.8,0.30000000000000004
subj_185,cont,0.8,Contaminated ?,exp1_trial1,singleton,"{""strategy"":""I just asked which ones were contaminated and waited for answer ""}",contaminated ?,TRUE,FALSE,0.8,0.30000000000000004
subj_306,cont,0.2,not contaminated,exp1_trial1,singleton,"{""strategy"":""I decided to ask which vials are NOT contaminated. I asked this question because we know for certain that mots vials are NOT contaminated. So, if my coworker knows which ones are not contaminated, we can theoretically remove most of the vials from the selection leaving us in theory, with the contaminated + the unknown which should be a less sum compared to if I asked the opposite question (i.e., which vials ARE contaminated - this would mean I am left with a larger selection to narrow down)""}",not contaminated,FALSE,TRUE,0.2,-0.3
subj_064,cont,0.2,contaminated?,exp1_trial1,singleton,"{""strategy"":""I wanted to ask about the contaminated vials because there were less of them so would be easier to find a smaller quantity.""}",contaminated?,TRUE,FALSE,0.2,-0.3
subj_172,cont,0.5,contaminated,exp1_trial1,singleton,"{""strategy"":""I assessed that it would be easier for my colleague to identify the contaminated vials.""}",contaminated,TRUE,FALSE,0.5,0
subj_235,uncont,0.2,not contaminated,exp1_trial1,singleton,"{""strategy"":""If I know what vials are not contaminated, I can pick one of them to do the experiment with.""}",not contaminated,FALSE,TRUE,0.2,-0.3
subj_293,uncont,0.2,contaminated,exp1_trial1,singleton,"{""strategy"":""I asked which ones are contaminated, the ones my friend knows. Since the contaminated ones are few, I will have a good chance to pick an uncontaminated one, after excluding the ones identified as contaminated.""}",contaminated,TRUE,FALSE,0.2,-0.3
subj_291,uncont,0.5,contaminated,exp1_trial1,singleton,"{""strategy"":""Based on the vials that the colleague believes were contaminated for sure. ""}",contaminated,TRUE,FALSE,0.5,0
subj_277,cont,0.8,Uncontaminated,exp1_trial1,singleton,"{""strategy"":""It’s just a starting point, assuming the assistant knows at least some of the uncontaminated vials, but not all. ""}",uncontaminated,FALSE,TRUE,0.8,0.30000000000000004
subj_328,uncont,0.5,Not contaminated,exp1_trial1,singleton,"{""strategy"":""Then I would have a non contaminated sample to test with""}",not contaminated,FALSE,TRUE,0.5,0
subj_056,uncont,0.2,contaminated,exp1_trial1,singleton,"{""strategy"":""I thought about asking which are not contaminated, but there's too broad of number of the vials in that group and a mistake is more likely the more complex something is. I think narrowing something down to the least number is better.""}",contaminated,TRUE,FALSE,0.2,-0.3
subj_287,uncont,0.8,uncontaminated,exp1_trial1,singleton,"{""strategy"":""The colleague knows the status on some vials so it's safe to assume they know at least one that is uncontaminated ""}",uncontaminated,FALSE,TRUE,0.8,0.30000000000000004
subj_230,cont,0.5,Contaminated,exp1_trial1,singleton,"{""strategy"":""Because I read what you told me and I saw the photo so that’s the problem we need to find out which ones are contaminated.""}",contaminated,TRUE,FALSE,0.5,0
subj_027,cont,0.2,contaminated,exp1_trial1,singleton,"{""strategy"":""It was the easiest question to ask to get the desired results""}",contaminated,TRUE,FALSE,0.2,-0.3
subj_195,cont,0.5,contaminated,exp1_trial1,singleton,"{""strategy"":""There was something wrong with the vials, so that was a totally appropriate question.""}",contaminated,TRUE,FALSE,0.5,0
subj_031,cont,0.5,unknown if their contents are contaminated or not,exp1_trial1,singleton,"{""strategy"":""I want to know the two vials that are unknown if contaminated so I have a 50 50 chance of picking the right one.""}",unknown if their contents are contaminated or not,TRUE,FALSE,0.5,0
subj_161,uncont,0.5,Uncontaminated,exp1_trial1,singleton,"{""strategy"":""I asked my colleague which vials were uncontaminated ""}",uncontaminated,FALSE,TRUE,0.5,0
subj_039,uncont,0.2,Uncontaminated vials,exp1_trial1,singleton,"{""strategy"":""I learned to try to find the uncontaminated vials first ""}",uncontaminated vials,FALSE,TRUE,0.2,-0.3
subj_190,cont,0.2,uncontaminated,exp1_trial1,singleton,"{""strategy"":""I think it will be helpful to confirm which vials are NOT contaminated so we can proceed by process of elimination.""}",uncontaminated,FALSE,TRUE,0.2,-0.3
subj_163,uncont,0.8,contaminated,exp1_trial1,singleton,"{""strategy"":""Trying to determine which vials are contaminated so I knew to avoid those vials""}",contaminated,TRUE,FALSE,0.8,0.30000000000000004
subj_263,cont,0.5,Contaminated,exp1_trial1,singleton,"{""strategy"":""Because the colleague saw which ones were affected ""}",contaminated,TRUE,FALSE,0.5,0
